,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
31,"rectangle,green,1",False,10,1,31,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-44.359375,-43.515625
32,"rectangle,blue,3",True,11,0,32,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-35.298828125,-36.568359375
33,"circle,blue,2",True,11,1,33,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-37.8828125,-38.03125
34,"rectangle,green,2",True,11,2,34,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-38.875,-39.05859375
35,"circle,blue,3",True,11,3,35,hg58,2,"[' True', ' False', 'True', 'False', ' Tru']", True,True,-38.20703125,-40.14453125
36,"circle,green,1",True,11,4,36,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-45.23828125,-43.81640625
37,"triangle,blue,2",True,12,0,37,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-41.58984375,-40.62109375
38,"triangle,blue,3",True,12,1,38,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-45.27734375,-44.08984375
39,"rectangle,yellow,2",False,13,0,39,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-38.80859375,-39.3046875
40,"circle,green,1",False,13,1,40,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-41.55078125,-41.12109375
41,"rectangle,blue,2",True,14,0,41,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-36.998046875,-37.546875
42,"rectangle,yellow,1",True,14,1,42,hg58,2,"[' True', ' False', 'True', 'False', ' false']", True,True,-40.91796875,-41.1328125
43,"circle,green,2",False,14,2,43,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-42.44140625,-42.64453125
44,"circle,blue,3",True,15,0,44,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-37.0703125,-38.5390625
45,"triangle,green,1",False,15,1,45,hg58,2,"[' False', ' True', 'False', 'True', ' false']", False,False,-41.51953125,-40.26953125
46,"rectangle,yellow,1",False,15,2,46,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-38.875,-38.298828125
47,"rectangle,green,1",False,15,3,47,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-42.4375,-40.69921875
48,"circle,yellow,1",False,16,0,48,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-44.4296875,-43.76953125
49,"rectangle,yellow,2",True,17,0,49,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-36.421875,-36.89453125
50,"triangle,green,3",False,17,1,50,hg58,2,"[' False', ' True', 'False', 'True', ' Fake']", False,False,-39.59765625,-38.76171875
51,"rectangle,blue,1",True,17,2,51,hg58,2,"[' False', ' True', 'False', 'True', ' None']", False,False,-41.7421875,-41.171875
52,"triangle,green,2",False,17,3,52,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-40.7421875,-40.07421875
53,"rectangle,yellow,3",False,18,0,53,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-37.83984375,-38.2265625
54,"rectangle,green,1",False,18,1,54,hg58,2,"[' False', ' True', 'False', 'True', ' false']", False,False,-43.44140625,-42.41796875
55,"triangle,yellow,2",False,19,0,55,hg58,2,"[' False', ' True', 'False', 'True', ' Fake']", False,False,-42.16015625,-40.51953125
56,"rectangle,blue,3",True,19,1,56,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-42.421875,-42.01953125
57,"triangle,blue,1",False,20,0,57,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-40.54296875,-38.76171875
58,"triangle,green,2",False,20,1,58,hg58,2,"[' False', ' True', 'False', ' Fake', ' F']", False,False,-40.703125,-38.3984375
59,"triangle,green,1",False,20,2,59,hg58,2,"[' False', ' True', 'False', ' Fake', ' None']", False,False,-41.5546875,-39.130859375
60,"circle,blue,3",True,20,3,60,hg58,2,"[' False', ' True', 'False', 'True', ' Fake']", False,False,-41.5546875,-40.82421875
61,"circle,blue,1",True,21,0,61,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-44.42578125,-42.73046875
62,"triangle,yellow,3",False,22,0,62,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-39.703125,-38.224609375
63,"triangle,green,1",False,22,1,63,hg58,2,"[' False', ' True', 'False', ' Fake', ' false']", False,False,-43.859375,-41.0625
64,"circle,green,1",False,22,2,64,hg58,2,"[' False', ' True', 'False', ' Fake', ' false']", False,False,-42.8515625,-40.283203125
65,"triangle,green,3",False,22,3,65,hg58,2,"[' True', ' False', 'True', 'False', '  ']", True,True,-38.2890625,-38.3984375
66,"triangle,yellow,3",False,23,0,66,hg58,2,"[' True', ' False', 'False', 'True', '  ']", True,False,-44.03515625,-43.83203125
67,"triangle,green,1",False,24,0,67,hg58,2,"[' False', ' True', 'False', '  ', 'True']", False,False,-42.7421875,-40.15234375
68,"circle,green,1",False,24,1,68,hg58,2,"[' False', ' True', 'False', ' Fake', ' false']", False,False,-42.83984375,-39.990234375
69,"circle,yellow,3",False,24,2,69,hg58,2,"[' False', ' True', 'False', ' Fake', ' F']", False,False,-42.8203125,-40.37890625
70,"triangle,blue,1",False,24,3,70,hg58,2,"[' False', ' True', 'False', ' Fake', ' F']", False,False,-44.265625,-41.5390625
71,"rectangle,blue,2",True,24,4,71,hg58,2,"[' False', ' True', 'False', 'True', '  ']", False,False,-39.8203125,-39.01953125
