,top5_ans,top_ans,sampled_ans,mass_ans,raw_true_mass,raw_false_mass,norm_true_mass,concept,uid,answers,object
21,"[' False', ' True', ' None', 'False', ' false']", False,0,False,0.0758576840162277,0.9241358041763306,0.0758581757545471,hg95,gemma7b-tuned92,False,small yellow circle
22,"[' False', ' True', ' false', ' None', 'False']", False,1,False,0.320817232131958,0.6791700720787048,0.3208213150501251,hg95,gemma7b-tuned92,True,medium blue circle
23,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0474256202578544,0.95256906747818,0.0474258735775947,hg95,gemma7b-tuned92,False,small green triangle
24,"[' False', ' True', ' false', ' None', 'True']", False,0,False,0.3208176493644714,0.6791709661483765,0.3208213150501251,hg95,gemma7b-tuned92,False,small blue triangle
25,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0293121431022882,0.970684826374054,0.0293122325092554,hg95,gemma7b-tuned92,False,medium yellow circle
26,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0019267343450337,0.9980731010437012,0.0019267346942797,hg95,gemma7b-tuned92,False,large yellow circle
27,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0179861634969711,0.9820111989974976,0.0179862100630998,hg95,gemma7b-tuned92,False,large green rectangle
28,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.1192016899585723,0.8807879686355591,0.1192029267549514,hg95,gemma7b-tuned92,False,small blue triangle
29,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.2226974666118621,0.7772905230522156,0.222700148820877,hg95,gemma7b-tuned92,False,medium blue triangle
30,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0293121058493852,0.9706836342811584,0.0293122306466102,hg95,gemma7b-tuned92,False,large green rectangle
31,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0179861597716808,0.9820110201835632,0.0179862100630998,hg95,gemma7b-tuned92,False,small yellow rectangle
32,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0373267270624637,0.9626689553260804,0.0373268872499465,hg95,gemma7b-tuned92,False,small green circle
33,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0066928351297974,0.9933047890663148,0.0066928509622812,hg95,gemma7b-tuned92,False,medium green rectangle
34,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0600862801074981,0.9399076104164124,0.0600866451859474,hg95,gemma7b-tuned92,False,medium yellow triangle
35,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.1192017495632171,0.8807884454727173,0.1192029118537902,hg95,gemma7b-tuned92,False,large blue rectangle
36,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0600862875580787,0.939907729625702,0.0600866451859474,hg95,gemma7b-tuned92,False,small yellow circle
37,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0066928416490554,0.9933057427406312,0.0066928514279425,hg95,gemma7b-tuned92,False,small green rectangle
38,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0179861597716808,0.9820110201835632,0.0179862100630998,hg95,gemma7b-tuned92,False,large yellow rectangle
39,"[' False', ' True', ' None', 'False', ' false']", False,0,False,0.0293121058493852,0.9706836342811584,0.0293122306466102,hg95,gemma7b-tuned92,False,large green triangle
40,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.3208181858062744,0.6791720986366272,0.3208213150501251,hg95,gemma7b-tuned92,False,small blue rectangle
41,"[' False', ' True', ' None', 'False', ' false']", False,0,False,0.0373266711831092,0.9626675248146056,0.0373268872499465,hg95,gemma7b-tuned92,False,medium green triangle
42,"[' True', ' False', ' false', ' None', 'True']", True,0,True,0.5621691942214966,0.4378178119659424,0.562176525592804,hg95,gemma7b-tuned92,True,large blue circle
43,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0758576989173889,0.9241359829902648,0.0758581757545471,hg95,gemma7b-tuned92,False,large green circle
44,"[' False', ' True', ' false', 'False', ' None']", False,0,False,0.0953488126397132,0.9046443700790404,0.0953494608402252,hg95,gemma7b-tuned92,False,small blue triangle
45,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0140635818243026,0.985933244228363,0.0140636265277862,hg95,gemma7b-tuned92,False,large yellow triangle
46,"[' True', ' False', 'True', ' TRUE', ' ']", True,0,True,0.9046438932418824,0.0953487604856491,0.9046505093574524,hg95,gemma7b-tuned92,True,large blue circle
47,"[' False', ' True', 'False', ' FALSE', ' None']", False,0,False,0.0002034269564319,0.999796450138092,0.0002034269855357,hg95,gemma7b-tuned92,False,large yellow rectangle
48,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.1824238896369934,0.8175671100616455,0.1824255287647247,hg95,gemma7b-tuned92,False,medium blue rectangle
49,"[' False', ' True', ' false', 'False', ' None']", False,0,False,0.0474256314337253,0.952569305896759,0.0474258698523044,hg95,gemma7b-tuned92,False,large yellow circle
50,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0229772739112377,0.9770185351371764,0.0229773689061403,hg95,gemma7b-tuned92,False,medium yellow circle
51,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.017986100167036,0.9820078015327454,0.0179862100630998,hg95,gemma7b-tuned92,False,small green rectangle
52,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.017986150458455,0.982010543346405,0.0179862100630998,hg95,gemma7b-tuned92,False,large yellow circle
53,"[' True', ' False', 'True', ' TRUE', ' None']", True,0,True,0.8175635933876038,0.1824230998754501,0.8175744414329529,hg95,gemma7b-tuned92,True,large blue circle
54,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0373267270624637,0.9626689553260804,0.0373268872499465,hg95,gemma7b-tuned92,False,small green circle
55,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0024726213887333,0.9975265860557556,0.0024726232513785,hg95,gemma7b-tuned92,False,medium green circle
56,"[' False', ' True', 'False', ' false', ' FALSE']", False,0,False,0.0002611903182696,0.9997387528419496,0.0002611903473734,hg95,gemma7b-tuned92,False,large yellow rectangle
57,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.2226970642805099,0.777289092540741,0.222700148820877,hg95,gemma7b-tuned92,False,small blue triangle
58,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0140635780990123,0.985933005809784,0.0140636255964636,hg95,gemma7b-tuned92,False,medium yellow circle
59,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.1480454206466674,0.8519425392150879,0.1480472087860107,hg95,gemma7b-tuned92,False,medium blue rectangle
60,"[' True', ' False', 'True', ' None', ' TRUE']", True,1,True,0.7772905826568604,0.2226974815130233,0.7772998213768005,hg95,gemma7b-tuned92,True,medium blue circle
61,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0179861523211002,0.9820106625556946,0.0179862100630998,hg95,gemma7b-tuned92,False,medium green rectangle
62,"[' True', ' False', 'True', ' ', ' TRUE']", True,1,True,0.8175649642944336,0.1824234127998352,0.8175744414329529,hg95,gemma7b-tuned92,True,medium blue circle
63,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0001584362034918,0.9998414516448976,0.0001584362180437,hg95,gemma7b-tuned92,False,small green triangle
64,"[' False', ' True', ' None', 'False', ' false']", False,0,False,0.0085774539038538,0.9914188385009766,0.0085774855688214,hg95,gemma7b-tuned92,False,large yellow triangle
65,"[' False', ' True', ' false', 'False', ' None']", False,0,False,0.0758576542139053,0.9241353869438172,0.0758581832051277,hg95,gemma7b-tuned92,False,large blue triangle
66,"[' False', ' True', ' false', ' None', 'False']", False,0,False,0.0953487157821655,0.9046434760093688,0.0953494608402252,hg95,gemma7b-tuned92,False,large blue rectangle
67,"[' False', ' True', 'False', ' None', ' false']", False,0,False,0.0293120928108692,0.9706831574440002,0.0293122325092554,hg95,gemma7b-tuned92,False,medium yellow circle
68,"[' False', ' True', ' false', ' None', 'False']", False,1,False,0.320817232131958,0.6791701316833496,0.3208212852478027,hg95,gemma7b-tuned92,False,small blue rectangle
69,"[' False', ' True', 'False', ' None', ' FALSE']", False,0,False,8.315280410897685e-07,0.9999991655349731,8.315280410897685e-07,hg95,gemma7b-tuned92,False,small green rectangle
70,"[' False', ' True', 'False', ' None', ' false']", False,0,False,3.120191104244441e-05,0.9999687671661376,3.1201914680423215e-05,hg95,gemma7b-tuned92,False,small green triangle
71,"[' False', ' True', 'False', ' false', ' None']", False,0,False,0.0066928444430232,0.9933062195777892,0.0066928509622812,hg95,gemma7b-tuned92,False,large yellow triangle
72,"[' False', ' True', 'False', ' FALSE', ' false']", False,0,False,9.610241977497937e-05,0.999903917312622,9.610241977497937e-05,hg95,gemma7b-tuned92,False,large green rectangle
73,"[' False', ' True', ' None', ' false', 'False']", False,0,False,0.0758575350046157,0.9241339564323424,0.0758581832051277,hg95,gemma7b-tuned92,False,small blue triangle
