,obj,label,set,item_in_set,item_num,concept,listnum,top5,top_ans,mass_ans,true_mass,false_mass
48,"circle,green,2",False,14,2,48,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.12646484375,27.51708984375
49,"rectangle,yellow,1",False,14,3,49,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.843994140625,28.078369140625
50,"rectangle,green,2",False,14,4,50,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.060546875,27.123046875
51,"circle,blue,1",True,15,0,51,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,24.5927734375,25.2021484375
52,"triangle,yellow,1",False,15,1,52,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.421142578125,27.858642578125
53,"circle,blue,2",True,15,2,53,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.267333984375,27.126708984375
54,"rectangle,yellow,2",False,16,0,54,hg03,2,"['False', 'True', 'False', 'false', '']",False,False,19.6953125,22.8984375
55,"circle,yellow,1",False,17,0,55,hg03,2,"['False', 'True', 'False', 'false', 'True']",False,False,21.7265625,24.4140625
56,"circle,green,2",False,17,1,56,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.77294921875,27.67919921875
57,"triangle,green,3",False,17,2,57,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.600830078125,27.553955078125
58,"rectangle,green,2",False,18,0,58,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,22.703125,23.6875
59,"circle,blue,3",True,18,1,59,hg03,2,"['True', 'False', 'True', 'Tr', 'False']",True,True,26.576171875,25.873046875
60,"circle,green,2",False,18,2,60,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,25.6318359375,26.6162109375
61,"circle,green,3",False,18,3,61,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.5078125,27.7109375
62,"triangle,blue,1",True,18,4,62,hg03,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,27.23388671875,27.56201171875
63,"rectangle,blue,2",True,19,0,63,hg03,2,"['True', 'False', 'True', 'False', 'false']",True,True,22.958984375,22.787109375
64,"triangle,yellow,1",False,19,1,64,hg03,2,"['False', 'True', 'False', 'false', 'FALSE']",False,False,24.83349609375,27.77099609375
65,"triangle,green,3",False,19,2,65,hg03,2,"['False', 'True', 'False', 'false', 'True']",False,False,25.63427734375,27.86865234375
66,"rectangle,yellow,2",False,19,3,66,hg03,2,"['False', 'True', 'False', 'false', 'True']",False,False,24.365234375,27.443359375
67,"rectangle,blue,1",True,19,4,67,hg03,2,"['False', 'True', 'False', 'false', 'True']",False,False,25.26025390625,27.86962890625
68,"triangle,green,1",False,20,0,68,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,21.75390625,24.16015625
69,"triangle,yellow,2",False,20,1,69,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.233062744140625,28.123687744140625
70,"circle,blue,1",True,20,2,70,hg03,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,27.412109375,28.099609375
71,"rectangle,yellow,3",False,21,0,71,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,22.712890625,23.853515625
72,"triangle,green,1",False,21,1,72,hg03,2,"['False', 'True', 'False', 'false', 'True']",False,False,25.88531494140625,28.07281494140625
73,"rectangle,green,3",False,21,2,73,hg03,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,27.8212890625,28.5087890625
74,"triangle,green,1",False,22,0,74,hg03,2,"['False', 'True', 'False', 'false', 'True']",False,False,22.49609375,24.77734375
75,"triangle,green,2",False,22,1,75,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.7958984375,28.2177734375
76,"circle,blue,3",True,22,2,76,hg03,2,"['True', 'False', 'True', 'Tr', 'False']",True,True,27.855224609375,26.948974609375
77,"rectangle,blue,1",True,22,3,77,hg03,2,"['False', 'True', 'False', 'True', 'Tr']",False,False,27.28564453125,27.47314453125
78,"rectangle,green,2",False,23,0,78,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,20.453125,23.21875
79,"rectangle,yellow,2",False,24,0,79,hg03,2,"['False', 'True', 'False', 'false', 'True']",False,False,21.1640625,23.4296875
80,"triangle,yellow,3",False,24,1,80,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.45361328125,27.20361328125
81,"circle,yellow,3",False,24,2,81,hg03,2,"['False', 'True', 'False', 'True', 'false']",False,False,26.6983642578125,28.1202392578125
