,obj,label,set,item_in_set,item_num,model_reply,concept,listnum,top_ans
37,"circle,green,3",False,12,1,37,"The labels for the objects in Group 15 are:
-small yellow triangle-> False
-large green circle-> False
-large yellow triangle-> False",hg107,2,False
38,"triangle,yellow,3",False,12,2,38,"The labels for the objects in Group 15 are:
-small yellow triangle-> False
-large green circle-> False
-large yellow triangle-> False",hg107,2,False
39,"circle,blue,3",True,13,0,39,"The labels for the objects in Group 16 are:
-large blue circle-> True
-medium blue triangle-> False",hg107,2,True
40,"triangle,blue,2",True,13,1,40,"The labels for the objects in Group 16 are:
-large blue circle-> True
-medium blue triangle-> False",hg107,2,False
41,"triangle,green,3",False,14,0,41,"The labels for the objects in Group 17 are:
-large green triangle-> False
-small yellow triangle-> False
-large yellow rectangle-> False",hg107,2,False
42,"triangle,yellow,1",False,14,1,42,"The labels for the objects in Group 17 are:
-large green triangle-> False
-small yellow triangle-> False
-large yellow rectangle-> False",hg107,2,False
43,"rectangle,yellow,3",False,14,2,43,"The labels for the objects in Group 17 are:
-large green triangle-> False
-small yellow triangle-> False
-large yellow rectangle-> False",hg107,2,False
44,"rectangle,yellow,1",False,15,0,44,"The labels for the objects in Group 18 are:
-small yellow rectangle-> False
-medium blue circle-> True
-small yellow circle-> True",hg107,2,False
45,"circle,blue,2",True,15,1,45,"The labels for the objects in Group 18 are:
-small yellow rectangle-> False
-medium blue circle-> True
-small yellow circle-> True",hg107,2,True
46,"circle,yellow,1",True,15,2,46,"The labels for the objects in Group 18 are:
-small yellow rectangle-> False
-medium blue circle-> True
-small yellow circle-> True",hg107,2,True
47,"circle,green,2",False,16,0,47,"The labels for the objects in Group 19 are:
-medium green circle-> False
-large yellow circle-> False
-small blue rectangle-> False
-large yellow triangle-> False
-medium yellow triangle-> False",hg107,2,False
48,"circle,yellow,3",False,16,1,48,"The labels for the objects in Group 19 are:
-medium green circle-> False
-large yellow circle-> False
-small blue rectangle-> False
-large yellow triangle-> False
-medium yellow triangle-> False",hg107,2,False
49,"rectangle,blue,1",True,16,2,49,"The labels for the objects in Group 19 are:
-medium green circle-> False
-large yellow circle-> False
-small blue rectangle-> False
-large yellow triangle-> False
-medium yellow triangle-> False",hg107,2,False
50,"triangle,yellow,3",False,16,3,50,"The labels for the objects in Group 19 are:
-medium green circle-> False
-large yellow circle-> False
-small blue rectangle-> False
-large yellow triangle-> False
-medium yellow triangle-> False",hg107,2,False
51,"triangle,yellow,2",False,16,4,51,"The labels for the objects in Group 19 are:
-medium green circle-> False
-large yellow circle-> False
-small blue rectangle-> False
-large yellow triangle-> False
-medium yellow triangle-> False",hg107,2,False
52,"triangle,green,1",False,17,0,52,"The labels for the objects in Group 20 are:
-small green triangle-> False
-large yellow circle-> False
-small blue circle-> True",hg107,2,False
53,"circle,yellow,3",True,17,1,53,"The labels for the objects in Group 20 are:
-small green triangle-> False
-large yellow circle-> False
-small blue circle-> True",hg107,2,False
54,"circle,blue,1",True,17,2,54,"The labels for the objects in Group 20 are:
-small green triangle-> False
-large yellow circle-> False
-small blue circle-> True",hg107,2,True
55,"circle,blue,1",True,18,0,55,"The labels for the objects in Group 21 are:
-small blue circle-> True
-large green rectangle-> True
-medium green rectangle-> True
-small green circle-> False",hg107,2,True
56,"rectangle,green,3",False,18,1,56,"The labels for the objects in Group 21 are:
-small blue circle-> True
-large green rectangle-> True
-medium green rectangle-> True
-small green circle-> False",hg107,2,True
57,"rectangle,green,2",False,18,2,57,"The labels for the objects in Group 21 are:
-small blue circle-> True
-large green rectangle-> True
-medium green rectangle-> True
-small green circle-> False",hg107,2,True
58,"circle,green,1",True,18,3,58,"The labels for the objects in Group 21 are:
-small blue circle-> True
-large green rectangle-> True
-medium green rectangle-> True
-small green circle-> False",hg107,2,False
59,"rectangle,yellow,1",False,19,0,59,"The labels for the objects in Group 22 are:
-small yellow rectangle-> False
-medium yellow rectangle-> False",hg107,2,False
60,"rectangle,yellow,2",False,19,1,60,"The labels for the objects in Group 22 are:
-small yellow rectangle-> False
-medium yellow rectangle-> False",hg107,2,False
61,"triangle,yellow,1",True,20,0,61,"The labels for the objects in Group 23 are:
-small yellow triangle-> False
-medium blue circle-> True
-medium yellow rectangle-> False
-medium green rectangle-> False
-medium blue triangle-> True",hg107,2,False
62,"circle,blue,2",True,20,1,62,"The labels for the objects in Group 23 are:
-small yellow triangle-> False
-medium blue circle-> True
-medium yellow rectangle-> False
-medium green rectangle-> False
-medium blue triangle-> True",hg107,2,True
63,"rectangle,yellow,2",False,20,2,63,"The labels for the objects in Group 23 are:
-small yellow triangle-> False
-medium blue circle-> True
-medium yellow rectangle-> False
-medium green rectangle-> False
-medium blue triangle-> True",hg107,2,False
64,"rectangle,green,2",False,20,3,64,"The labels for the objects in Group 23 are:
-small yellow triangle-> False
-medium blue circle-> True
-medium yellow rectangle-> False
-medium green rectangle-> False
-medium blue triangle-> True",hg107,2,False
65,"triangle,blue,2",True,20,4,65,"The labels for the objects in Group 23 are:
-small yellow triangle-> False
-medium blue circle-> True
-medium yellow rectangle-> False
-medium green rectangle-> False
-medium blue triangle-> True",hg107,2,True
66,"circle,green,3",False,21,0,66,"The labels for the objects in Group 24 are:
-large green circle-> False",hg107,2,False
67,"triangle,blue,2",True,22,0,67,"The labels for the objects in Group 25 are:
-medium blue triangle-> True
-large green triangle-> False
-medium blue rectangle-> True",hg107,2,True
68,"triangle,green,3",True,22,1,68,"The labels for the objects in Group 25 are:
-medium blue triangle-> True
-large green triangle-> False
-medium blue rectangle-> True",hg107,2,False
69,"rectangle,blue,2",True,22,2,69,"The labels for the objects in Group 25 are:
-medium blue triangle-> True
-large green triangle-> False
-medium blue rectangle-> True",hg107,2,True
70,"triangle,yellow,3",True,23,0,70,"The labels for the objects in Group 26 are:
-large yellow triangle-> False
-large yellow rectangle-> False
-medium blue rectangle-> True
-large blue triangle-> True",hg107,2,False
71,"rectangle,yellow,3",True,23,1,71,"The labels for the objects in Group 26 are:
-large yellow triangle-> False
-large yellow rectangle-> False
-medium blue rectangle-> True
-large blue triangle-> True",hg107,2,False
72,"rectangle,blue,2",True,23,2,72,"The labels for the objects in Group 26 are:
-large yellow triangle-> False
-large yellow rectangle-> False
-medium blue rectangle-> True
-large blue triangle-> True",hg107,2,True
73,"triangle,blue,3",True,23,3,73,"The labels for the objects in Group 26 are:
-large yellow triangle-> False
-large yellow rectangle-> False
-medium blue rectangle-> True
-large blue triangle-> True",hg107,2,True
74,"rectangle,yellow,1",False,24,0,74,"The labels for the objects in Group 27 are:
-small yellow rectangle-> False
-small blue triangle-> True
-large blue circle-> True",hg107,2,False
75,"triangle,blue,1",True,24,1,75,"The labels for the objects in Group 27 are:
-small yellow rectangle-> False
-small blue triangle-> True
-large blue circle-> True",hg107,2,True
76,"circle,blue,3",True,24,2,76,"The labels for the objects in Group 27 are:
-small yellow rectangle-> False
-small blue triangle-> True
-large blue circle-> True",hg107,2,True
