,Unnamed: 0,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,model_answer,concept_num,set,code_eval,human_lq,chance,coverage_manual_code,full_coverage_manual_code,consistency
21,989,hg01,True,21,10,1,22,0,0.9893277573440856,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue triangle,True,hg01,11,True,0.9971590909090908,1.0,1.0,1.0,True
22,990,hg01,True,22,10,1,22,0,0.8475425914865581,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow rectangle,True,hg01,11,True,0.9971590909090908,1.0,1.0,1.0,True
23,991,hg01,True,23,11,1,22,0,0.9884681562797368,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue triangle,True,hg01,12,True,0.9971590909090908,1.0,1.0,1.0,True
24,992,hg01,True,24,11,1,22,0,0.9099007235741964,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow rectangle,True,hg01,12,True,0.9971590909090908,1.0,1.0,1.0,True
25,993,hg01,True,25,12,1,22,0,0.962618947020246,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow rectangle,True,hg01,13,True,0.9971590909090908,1.0,1.0,1.0,True
26,994,hg01,True,26,12,1,22,0,0.9666651469527778,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue triangle,True,hg01,13,True,0.9971590909090908,1.0,1.0,1.0,True
27,995,hg01,True,27,12,1,22,0,0.8715151486933336,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue circle,True,hg01,13,True,0.9971590909090908,1.0,1.0,1.0,True
28,996,hg01,True,28,12,1,22,0,0.9388682243196625,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green circle,True,hg01,13,True,0.9971590909090908,1.0,1.0,1.0,True
29,997,hg01,True,29,13,1,22,0,0.9937503809564988,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue triangle,True,hg01,14,True,0.9971590909090908,1.0,1.0,1.0,True
30,998,hg01,True,30,13,1,22,0,0.9628425546460448,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow triangle,True,hg01,14,True,0.9971590909090908,1.0,1.0,1.0,True
31,999,hg01,True,31,13,1,22,0,0.9606663278442512,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green rectangle,True,hg01,14,True,0.9971590909090908,1.0,1.0,1.0,True
32,1000,hg01,True,32,13,1,22,0,0.8957193122669195,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green circle,True,hg01,14,True,0.9971590909090908,1.0,1.0,1.0,True
33,1001,hg01,True,33,13,1,22,0,0.989802824276012,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue rectangle,True,hg01,14,True,0.9971590909090908,1.0,1.0,1.0,True
34,1002,hg01,True,34,14,1,22,0,0.9462354371410128,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green triangle,True,hg01,15,True,0.9971590909090908,1.0,1.0,1.0,True
35,1003,hg01,True,35,14,1,22,0,0.9445644567124418,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green triangle,True,hg01,15,True,0.9971590909090908,1.0,1.0,1.0,True
36,1004,hg01,True,36,15,1,22,0,0.929282480963934,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green rectangle,True,hg01,16,True,0.9971590909090908,1.0,1.0,1.0,True
37,1005,hg01,True,37,16,1,22,0,0.984390311260654,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green rectangle,True,hg01,17,True,0.9971590909090908,1.0,1.0,1.0,True
38,1006,hg01,True,38,16,1,22,0,0.9171542738815788,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow circle,True,hg01,17,True,0.9971590909090908,1.0,1.0,1.0,True
39,1007,hg01,True,39,17,1,22,0,0.9583123226454971,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow triangle,True,hg01,18,True,0.9971590909090908,1.0,1.0,1.0,True
40,1008,hg01,True,40,17,1,22,0,0.9793495723913564,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green triangle,True,hg01,18,True,0.9971590909090908,1.0,1.0,1.0,True
41,1009,hg01,True,41,18,1,22,0,0.8371431387093934,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue circle,True,hg01,19,True,0.9971590909090908,1.0,1.0,1.0,True
42,1010,hg01,True,42,18,1,21,1,0.9653050290577312,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green circle,True,hg01,19,True,0.9971590909090908,1.0,1.0,1.0,True
43,1011,hg01,True,43,18,1,22,0,0.9866950166393736,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green rectangle,True,hg01,19,True,0.9971590909090908,1.0,1.0,1.0,True
44,1012,hg01,True,44,18,1,21,1,0.9867419865738613,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue rectangle,True,hg01,19,True,0.9971590909090908,1.0,1.0,1.0,True
45,1013,hg01,True,45,18,1,21,1,0.9780177078588393,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue triangle,True,hg01,19,True,0.9971590909090908,1.0,1.0,1.0,True
46,1014,hg01,True,46,19,1,22,0,0.9858111981873208,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green rectangle,True,hg01,20,True,0.9971590909090908,1.0,1.0,1.0,True
47,1015,hg01,True,47,19,1,22,0,0.9853886724017684,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue rectangle,True,hg01,20,True,0.9971590909090908,1.0,1.0,1.0,True
48,1016,hg01,True,48,19,1,22,0,0.9595176759186188,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green circle,True,hg01,20,True,0.9971590909090908,1.0,1.0,1.0,True
49,1017,hg01,True,49,19,1,22,0,0.9560257564945686,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow circle,True,hg01,20,True,0.9971590909090908,1.0,1.0,1.0,True
50,1018,hg01,True,50,19,1,22,0,0.919754547913385,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow circle,True,hg01,20,True,0.9971590909090908,1.0,1.0,1.0,True
51,1019,hg01,True,51,20,1,22,0,0.9907881107194498,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue rectangle,True,hg01,21,True,0.9971590909090908,1.0,1.0,1.0,True
52,1020,hg01,True,52,20,1,22,0,0.9687664329404696,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow triangle,True,hg01,21,True,0.9971590909090908,1.0,1.0,1.0,True
53,1021,hg01,True,53,20,1,22,0,0.9883452624694656,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow circle,True,hg01,21,True,0.9971590909090908,1.0,1.0,1.0,True
54,1022,hg01,True,54,20,1,22,0,0.9902660350736596,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue triangle,True,hg01,21,True,0.9971590909090908,1.0,1.0,1.0,True
55,1023,hg01,True,55,20,1,22,0,0.9839684933335774,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large yellow rectangle,True,hg01,21,True,0.9971590909090908,1.0,1.0,1.0,True
56,1024,hg01,True,56,21,1,22,0,0.962323201395975,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green rectangle,True,hg01,22,True,0.9971590909090908,1.0,1.0,1.0,True
57,1025,hg01,True,57,22,1,21,1,0.9939884962511768,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large green rectangle,True,hg01,23,True,0.9971590909090908,1.0,1.0,1.0,True
58,1026,hg01,True,58,22,1,22,0,0.9842325479723968,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small green triangle,True,hg01,23,True,0.9971590909090908,1.0,1.0,1.0,True
59,1027,hg01,True,59,23,1,22,0,0.977667314621044,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow rectangle,True,hg01,24,True,0.9971590909090908,1.0,1.0,1.0,True
60,1028,hg01,True,60,23,1,22,0,0.992432954351898,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue triangle,True,hg01,24,True,0.9971590909090908,1.0,1.0,1.0,True
61,1029,hg01,True,61,24,1,22,0,0.9830421363103596,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue triangle,True,hg01,25,True,0.9971590909090908,1.0,1.0,1.0,True
62,1030,hg01,True,62,24,1,22,0,0.9799125922238544,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow triangle,True,hg01,25,True,0.9971590909090908,1.0,1.0,1.0,True
63,390,hg02,True,0,0,0,11,12,0.4924532991209389,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small blue rectangle,False,hg02,1,True,0.9325,1.0,,0.0,False
64,391,hg02,True,1,0,0,12,11,0.4695215416776363,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium blue rectangle,False,hg02,1,True,0.9325,1.0,,0.0,False
65,392,hg02,True,2,0,0,10,13,0.4950939551363262,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",large blue triangle,False,hg02,1,True,0.9325,1.0,,0.0,False
66,393,hg02,True,3,0,0,8,15,0.4016727621939253,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium yellow triangle,False,hg02,1,True,0.9325,1.0,,0.0,False
67,394,hg02,True,4,0,0,10,13,0.4218091262005145,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",small yellow rectangle,False,hg02,1,True,0.9325,1.0,,0.0,False
68,395,hg02,True,5,1,0,1,22,0.1125575876878883,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,False,hg02,2,False,0.9325,1.0,1.0,1.0,True
69,396,hg02,True,6,1,0,1,22,0.1142999437165599,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,False,hg02,2,False,0.9325,1.0,1.0,1.0,True
70,397,hg02,True,7,1,0,15,8,0.3527308231044798,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,False,hg02,2,False,0.9325,1.0,1.0,1.0,True
71,398,hg02,True,8,1,0,11,12,0.3429014047260352,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue circle,False,hg02,2,False,0.9325,1.0,1.0,1.0,True
72,399,hg02,True,9,1,0,17,6,0.367410521753186,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,False,hg02,2,False,0.9325,1.0,1.0,1.0,True
73,400,hg02,True,10,2,0,8,14,0.1361596482762479,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,False,hg02,3,False,0.9325,1.0,1.0,1.0,True
74,401,hg02,True,11,3,0,6,16,0.0959627746650539,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,False,hg02,4,False,0.9325,1.0,1.0,1.0,True
75,402,hg02,True,12,3,0,5,17,0.183952420542937,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,False,hg02,4,False,0.9325,1.0,1.0,1.0,True
76,403,hg02,True,13,4,0,5,17,0.150581012300563,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,False,hg02,5,False,0.9325,1.0,1.0,1.0,True
77,404,hg02,True,14,4,0,5,17,0.0812570754990247,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,False,hg02,5,False,0.9325,1.0,1.0,1.0,True
78,405,hg02,True,15,4,0,4,18,0.2161730714900613,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,False,hg02,5,False,0.9325,1.0,1.0,1.0,True
79,406,hg02,True,16,4,0,3,19,0.095493096664768,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue rectangle,False,hg02,5,False,0.9325,1.0,1.0,1.0,True
80,407,hg02,True,17,4,0,6,16,0.1509899955101445,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,False,hg02,5,False,0.9325,1.0,1.0,1.0,True
81,408,hg02,True,18,5,0,5,16,0.1760101116548185,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,False,hg02,6,False,0.9325,1.0,1.0,1.0,True
82,409,hg02,True,19,5,0,5,16,0.1152551913530714,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,False,hg02,6,False,0.9325,1.0,1.0,1.0,True
83,410,hg02,True,20,5,0,0,21,0.05506049875612,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,False,hg02,6,False,0.9325,1.0,1.0,1.0,True
84,411,hg02,True,21,5,0,4,17,0.1015308925119597,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue circle,False,hg02,6,False,0.9325,1.0,1.0,1.0,True
85,412,hg02,True,22,5,0,1,20,0.0843596275479967,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,False,hg02,6,False,0.9325,1.0,1.0,1.0,True
86,413,hg02,True,23,6,0,2,18,0.0918816697728743,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,False,hg02,7,False,0.9325,1.0,1.0,1.0,True
87,414,hg02,True,24,7,0,1,19,0.1569507339170286,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,False,hg02,8,False,0.9325,1.0,1.0,1.0,True
88,415,hg02,True,25,7,0,0,20,0.0790785275590906,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,False,hg02,8,False,0.9325,1.0,1.0,1.0,True
89,416,hg02,True,26,7,0,1,19,0.0996676079962526,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,False,hg02,8,False,0.9325,1.0,1.0,1.0,True
90,417,hg02,True,27,7,0,2,18,0.1095716462809832,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue triangle,False,hg02,8,False,0.9325,1.0,1.0,1.0,True
91,418,hg02,True,28,7,0,0,20,0.0476829346328031,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,False,hg02,8,False,0.9325,1.0,1.0,1.0,True
92,419,hg02,True,29,8,0,1,19,0.078087510978662,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,False,hg02,9,False,0.9325,1.0,1.0,1.0,True
93,420,hg02,True,30,8,0,1,19,0.0547588671673793,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,False,hg02,9,False,0.9325,1.0,1.0,1.0,True
94,421,hg02,True,31,8,0,2,18,0.1046246009673268,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,False,hg02,9,False,0.9325,1.0,1.0,1.0,True
95,422,hg02,True,32,8,0,3,17,0.0757459394969828,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,False,hg02,9,False,0.9325,1.0,1.0,1.0,True
96,423,hg02,True,33,9,0,1,19,0.0709441965040014,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue circle,False,hg02,10,False,0.9325,1.0,1.0,1.0,True
97,424,hg02,True,34,9,0,0,20,0.0359265180488819,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,False,hg02,10,False,0.9325,1.0,1.0,1.0,True
98,425,hg02,True,35,9,0,1,19,0.1057403505017191,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,False,hg02,10,False,0.9325,1.0,1.0,1.0,True
99,426,hg02,True,36,10,0,1,19,0.0686149902060151,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,False,hg02,11,False,0.9325,1.0,1.0,1.0,True
100,427,hg02,True,37,11,0,1,19,0.1427438788959989,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,False,hg02,12,False,0.9325,1.0,1.0,1.0,True
101,428,hg02,True,38,11,0,2,18,0.1804824136072511,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,False,hg02,12,False,0.9325,1.0,1.0,1.0,True
102,429,hg02,True,39,12,0,2,18,0.0791718228713307,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,False,hg02,13,False,0.9325,1.0,1.0,1.0,True
103,430,hg02,True,40,12,0,2,18,0.0582930544012469,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,False,hg02,13,False,0.9325,1.0,1.0,1.0,True
104,431,hg02,True,41,13,0,0,20,0.1690679642622399,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,False,hg02,14,False,0.9325,1.0,1.0,1.0,True
105,432,hg02,True,42,14,0,1,19,0.0528929853878707,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,False,hg02,15,False,0.9325,1.0,1.0,1.0,True
106,433,hg02,True,43,14,0,2,18,0.0310742401071593,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,False,hg02,15,False,0.9325,1.0,1.0,1.0,True
107,434,hg02,True,44,14,0,1,19,0.069390486587622,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow circle,False,hg02,15,False,0.9325,1.0,1.0,1.0,True
108,435,hg02,True,45,14,0,2,18,0.121306547991594,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue circle,False,hg02,15,False,0.9325,1.0,1.0,1.0,True
