,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer
395,false,True,5,2,0,1,22,0.11255758768788837,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg02,2,False
396,false,True,6,2,0,1,22,0.11429994371655994,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow triangle,hg02,2,False
397,false,True,7,2,0,15,8,0.3527308231044799,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg02,2,False
398,false,True,8,2,0,11,12,0.34290140472603525,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg02,2,False
399,false,True,9,2,0,17,6,0.367410521753186,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg02,2,False
400,false,True,10,3,0,8,14,0.13615964827624794,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg02,3,False
401,false,True,11,4,0,6,16,0.09596277466505398,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg02,4,False
402,false,True,12,4,0,5,17,0.18395242054293703,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg02,4,False
403,false,True,13,5,0,5,17,0.1505810123005631,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg02,5,False
404,false,True,14,5,0,5,17,0.08125707549902472,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg02,5,False
405,false,True,15,5,0,4,18,0.21617307149006137,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg02,5,False
406,false,True,16,5,0,3,19,0.09549309666476802,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue rectangle,hg02,5,False
407,false,True,17,5,0,6,16,0.15098999551014458,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg02,5,False
408,false,True,18,6,0,5,16,0.1760101116548185,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg02,6,False
409,false,True,19,6,0,5,16,0.1152551913530715,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg02,6,False
410,false,True,20,6,0,0,21,0.05506049875612007,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg02,6,False
411,false,True,21,6,0,4,17,0.10153089251195979,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg02,6,False
412,false,True,22,6,0,1,20,0.08435962754799675,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg02,6,False
413,false,True,23,7,0,2,18,0.09188166977287437,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg02,7,False
414,false,True,24,8,0,1,19,0.15695073391702863,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg02,8,False
415,false,True,25,8,0,0,20,0.07907852755909062,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue rectangle,hg02,8,False
416,false,True,26,8,0,1,19,0.09966760799625263,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg02,8,False
417,false,True,27,8,0,2,18,0.10957164628098326,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue triangle,hg02,8,False
418,false,True,28,8,0,0,20,0.04768293463280315,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow circle,hg02,8,False
419,false,True,29,9,0,1,19,0.07808751097866207,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue triangle,hg02,9,False
420,false,True,30,9,0,1,19,0.05475886716737932,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg02,9,False
421,false,True,31,9,0,2,18,0.10462460096732684,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg02,9,False
422,false,True,32,9,0,3,17,0.07574593949698283,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg02,9,False
423,false,True,33,10,0,1,19,0.07094419650400141,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg02,10,False
424,false,True,34,10,0,0,20,0.03592651804888192,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg02,10,False
425,false,True,35,10,0,1,19,0.10574035050171915,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green rectangle,hg02,10,False
426,false,True,36,11,0,1,19,0.06861499020601514,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg02,11,False
427,false,True,37,12,0,1,19,0.14274387889599893,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg02,12,False
428,false,True,38,12,0,2,18,0.18048241360725115,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg02,12,False
429,false,True,39,13,0,2,18,0.07917182287133073,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg02,13,False
430,false,True,40,13,0,2,18,0.05829305440124699,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg02,13,False
431,false,True,41,14,0,0,20,0.1690679642622399,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg02,14,False
432,false,True,42,15,0,1,19,0.052892985387870795,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg02,15,False
433,false,True,43,15,0,2,18,0.031074240107159312,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg02,15,False
434,false,True,44,15,0,1,19,0.06939048658762204,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow circle,hg02,15,False
435,false,True,45,15,0,2,18,0.12130654799159402,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg02,15,False
436,false,True,46,15,0,1,19,0.05500421170233949,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg02,15,False
437,false,True,47,16,0,0,20,0.06031488030646415,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg02,16,False
438,false,True,48,16,0,0,20,0.1508515347310322,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green triangle,hg02,16,False
439,false,True,49,17,0,1,19,0.042960160969414574,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg02,17,False
440,false,True,50,17,0,0,20,0.049773093131079804,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg02,17,False
441,false,True,51,17,0,0,20,0.04910106403883674,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue circle,hg02,17,False
442,false,True,52,18,0,1,19,0.0872434006180356,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium green circle,hg02,18,False
443,false,True,53,19,0,0,20,0.08722108463166478,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg02,19,False
444,false,True,54,19,0,1,19,0.027822356858337116,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow triangle,hg02,19,False
445,false,True,55,19,0,1,19,0.07812592186928669,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow circle,hg02,19,False
446,false,True,56,19,0,0,20,0.015961746205107374,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green circle,hg02,19,False
447,false,True,57,20,0,1,19,0.07337254332549037,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg02,20,False
448,false,True,58,20,0,0,20,0.058483577752099336,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg02,20,False
449,false,True,59,20,0,1,19,0.03165742645148839,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow triangle,hg02,20,False
450,false,True,60,20,0,0,20,0.04577856461480678,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg02,20,False
451,false,True,61,20,0,1,19,0.05332102244710768,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green triangle,hg02,20,False
452,false,True,62,21,0,0,20,0.05446795306193053,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium blue circle,hg02,21,False
453,false,True,63,21,0,1,19,0.014325246576390782,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow triangle,hg02,21,False
454,false,True,64,21,0,1,19,0.020409985198512004,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green triangle,hg02,21,False
455,false,True,65,21,0,2,18,0.08971223490812008,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg02,21,False
456,false,True,66,21,0,1,19,0.040663888537324056,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue rectangle,hg02,21,False
457,false,True,67,22,0,2,18,0.04036153880065285,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large yellow rectangle,hg02,22,False
458,false,True,68,22,0,1,19,0.04676847540281415,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg02,22,False
459,false,True,69,23,0,1,19,0.01896020555523137,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small yellow rectangle,hg02,23,False
460,false,True,70,23,0,0,20,0.07552657094095139,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg02,23,False
461,false,True,71,24,0,1,19,0.06096603062360373,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow triangle,hg02,24,False
462,false,True,72,24,0,1,19,0.019368521577348474,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large blue circle,hg02,24,False
463,false,True,73,24,0,1,19,0.017195802979699693,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small blue triangle,hg02,24,False
464,false,True,74,24,0,1,19,0.05822964970820976,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green rectangle,hg02,24,False
465,false,True,75,24,0,1,19,0.05418079455762381,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",large green rectangle,hg02,24,False
466,false,True,76,25,0,0,20,0.059609482320524876,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",medium yellow rectangle,hg02,25,False
467,false,True,77,25,0,1,19,0.033984860001055495,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",small green circle,hg02,25,False
7854,blue,True,0,1,0,8,19,0.40636074086444296,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small yellow triangle,hg03,1,False
7855,blue,True,1,1,0,8,19,0.4692929487495121,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small green circle,hg03,1,False
7856,blue,True,2,1,0,13,14,0.4873595151822201,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium green circle,hg03,1,False
7857,blue,True,3,1,1,9,18,0.4832570440596555,"""λx.apply1(apply2(same_color,x.o),x.o)""
",small blue triangle,hg03,1,False
7858,blue,True,4,1,1,12,15,0.45902969756627954,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium blue triangle,hg03,1,False
7859,blue,True,5,2,1,24,3,0.7634941259880179,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue triangle,hg03,2,True
7860,blue,True,6,3,0,2,24,0.2646626771301044,"""λx.apply7(not,apply1(green,x.o))""
",small yellow triangle,hg03,3,False
7861,blue,True,7,3,0,3,23,0.32614333051742506,"""λx.apply7(not,apply1(green,x.o))""
",medium green rectangle,hg03,3,False
7862,blue,True,8,3,1,9,17,0.6725957395407249,"""λx.apply7(not,apply1(green,x.o))""
",medium blue circle,hg03,3,True
7863,blue,True,9,3,1,24,2,0.8022257991993911,"""λx.apply7(not,apply1(green,x.o))""
",medium blue triangle,hg03,3,True
7864,blue,True,10,4,0,4,22,0.1094879779158191,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green triangle,hg03,4,False
7865,blue,True,11,5,0,1,25,0.18265135824879053,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg03,5,False
7866,blue,True,12,5,1,20,6,0.7877394860216782,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue rectangle,hg03,5,True
7867,blue,True,13,5,0,4,22,0.12648023348242532,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green triangle,hg03,5,False
7868,blue,True,14,5,0,3,23,0.15944898566135635,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green circle,hg03,5,False
7869,blue,True,15,6,0,1,24,0.06844065881398365,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow circle,hg03,6,False
7870,blue,True,16,6,0,1,24,0.2782318421288892,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow rectangle,hg03,6,False
7871,blue,True,17,6,1,24,1,0.8470417930509484,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue circle,hg03,6,True
7872,blue,True,18,6,0,0,25,0.012673417888663607,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green triangle,hg03,6,False
7873,blue,True,19,7,1,24,1,0.9256035487107965,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue triangle,hg03,7,True
7874,blue,True,20,7,0,1,24,0.0885585307371457,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green rectangle,hg03,7,False
7875,blue,True,21,7,0,1,24,0.026510634502415087,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green circle,hg03,7,False
7876,blue,True,22,8,0,1,24,0.024663211140591557,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg03,8,False
7877,blue,True,23,8,0,1,24,0.01478777069496573,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green triangle,hg03,8,False
7878,blue,True,24,8,0,0,25,0.02318549638641798,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow circle,hg03,8,False
7879,blue,True,25,8,0,1,24,0.014563892875230522,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green circle,hg03,8,False
7880,blue,True,26,9,0,1,24,0.02833730326233308,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg03,9,False
7881,blue,True,27,10,1,24,1,0.8723908842337096,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue triangle,hg03,10,True
7882,blue,True,28,10,0,0,25,0.07992112219278624,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green triangle,hg03,10,False
7883,blue,True,29,10,0,1,24,0.09207632196387294,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green circle,hg03,10,False
7884,blue,True,30,10,0,1,24,0.01431447346146797,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg03,10,False
7885,blue,True,31,11,0,0,25,0.01654282787194461,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow rectangle,hg03,11,False
7886,blue,True,32,12,1,24,1,0.8652202091409436,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue circle,hg03,12,True
7887,blue,True,33,12,0,0,25,0.022212483767361846,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow circle,hg03,12,False
7888,blue,True,34,12,0,1,24,0.028273670610587942,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green triangle,hg03,12,False
7889,blue,True,35,12,0,0,25,0.016040759905195046,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green circle,hg03,12,False
7890,blue,True,36,12,1,24,1,0.815525178079497,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue triangle,hg03,12,True
7891,blue,True,37,13,1,25,0,0.9530720193365596,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue triangle,hg03,13,True
7892,blue,True,38,13,0,0,25,0.008453555352275544,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg03,13,False
7893,blue,True,39,13,1,25,0,0.9071544841684727,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue rectangle,hg03,13,True
7894,blue,True,40,13,1,25,0,0.9218691140356441,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue rectangle,hg03,13,True
7895,blue,True,41,13,0,0,25,0.003635217343116892,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow circle,hg03,13,False
7896,blue,True,42,14,0,0,25,0.011069345602095382,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg03,14,False
7897,blue,True,43,14,0,0,25,0.005649608186445221,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green circle,hg03,14,False
7898,blue,True,44,14,0,0,25,0.021346616942651053,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow rectangle,hg03,14,False
7899,blue,True,45,14,1,25,0,0.9821661430744371,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue circle,hg03,14,True
7900,blue,True,46,15,1,25,0,0.9684410472322043,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue rectangle,hg03,15,True
7901,blue,True,47,15,0,0,25,0.005532060433324659,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg03,15,False
7902,blue,True,48,15,0,0,25,0.0010945258849233142,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green circle,hg03,15,False
7903,blue,True,49,15,0,0,25,0.002842509515630809,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow rectangle,hg03,15,False
7904,blue,True,50,15,0,0,25,0.0020141454049280583,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green rectangle,hg03,15,False
7905,blue,True,51,16,1,24,1,0.9455298833358938,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue circle,hg03,16,True
7906,blue,True,52,16,0,0,25,0.0011862181571586916,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg03,16,False
